"title_name","address","address1","for_description","country","competition_corner","startDate","startMonth","startYear","endDate","endMonth","endYear","organizer_name","organizer_url","page_url"
"British Teen Championships Online Qualifiers","","","An online qualifier weekend 25th-28th June, with multiple workouts over the four days, exclusively for teenagers aged 12-21 from anywhere in the World.

The top athletes in each RX&#39;d category will be invited to the finals weekend in Southampton. All athletes are welcome, but if are from outside the UK, please check your government policy on Corona travel restrictions.

Open to 12-21 year old Boys and Girls

Rx&#39;d and Scaled categories

12 year olds may enter the scaled category only.

Age category decided by AGE ON DAY of 12th September 2021 - date of our finals competition.

T-Shirts are optional EXTRA to buy - click on the merchandise option if you wish to purchase one. All finalists will receive a finalist tee, which will be included with the fee to participate in the finals in Southampton.","","British Teen Championships Presents","25","06","2021","28","06","2021","British Teen Championships","http://britishteenchampionships.com/","https://throwdownhub.io/calendar/competition/info/794"
"British Masters Championships","","","On the 25th-28th June, we have an online qualifying style weekend of workouts designed exclusively for Masters athletes aged 30+ from anywhere in the World.

The weekend will provide a qualifying process to our in-person 2-day competition in Southampton, on the 11th &amp; 12th September.

Open to 30yrs+ Men and Women, with Rx&#39;d and Scaled categories. Age category is decided by AGE ON DAY of 12th Sept 2021.

British Masters Championships in collaboration Norwegiancfchampionship
.
Win one of the categories at @britishmasterschampionships and you vill receive a direct invite to The European CrossFit&reg; Masters Championship 2022.
.
#unitedinmovement","","British Teen Championships Presents","25","06","2021","28","06","2021","British Teen Championships","http://britishteenchampionships.com/","https://throwdownhub.io/calendar/competition/info/795"
"CrossFit Butchers Classics","","","Welcome to one of the biggest partner CrossFit licensed competitions.

The live competitiontakes place in Copenhagen, Ballerup Super Arena, August 27th - 29th. 2021



The qualifying workouts will be released June 28th at 12PM. CET.

The qualifying workouts will be performed independently and your score will be the combined result of you and your partners score.

The qualifying workouts will consist of two CrossFit Open/Quarterfinals 2021 workouts + one additional workout.



You can use your Open/Quarterfinal score or perform them within the qualifying window.

There will be video review in the qualification process.



We hope to see you in Ballerup Super Arena for CrossFit&reg; Butchers Classics 2021.

Register here !

Learn more www.butchersclassics.com","","Butcher's Lab Presents","28","06","2021","05","07","2021","Butcher's Lab","http://www.butchersclassics.com","https://throwdownhub.io/calendar/competition/info/796"
"The Ultra Games","Longbridge Rd, Trafford Park, Stretford, Manchester M17 1SN","bowlers exhibition centre","The Ultra Games is a functional fintess competition brought to you by a collaboration between CrossFit Deviant and Ultra Events.

3 categories:

Skills - Crossift RX

Rookie - Crossfit training for approximately up to a year

BASE - General fitness

Invitational - Once you have finished competing you can be inspired byinvitational teams from JST compete / Redpill training / AOD Fitness / The Athlete Program / Wolverson fitness / FIIT for life competing head to head

Live DJ / Rigs securely bolted to containers / Big AV set up / Wolverson discounted kit / Vendor village","GB","The Ultra Games Presents","10","07","2021","10","07","2021","The Ultra Games","http://www.theultragames.co.uk","https://throwdownhub.io/calendar/competition/info/798"
"GRIND IT OUT COMPS ladies scaled intermediate pairs","SS4 1RG","ARTEMIS GYM","GRIND IT OUT COMPETITIONS

@ARTEMIS GYM

SCALED LADIES PAIRS COMP.

OCT 3RD





EST 2017 GRINDITOUT COMPS FUN 1 DAY EVENT 4 WORKOUTS. IN AN INTIMATE FRIENDLY ENVIRONMENT, WHETHER ITS YOUR 1ST COMP OR 100TH OUR WORKOUTS WILL TEST YOU.

GRAB A PARTNER AND SIGN UP TO OUR SCALED LADIES PAIRS COMP.

THIS IS NOT AN ELITE LEVEL COMPETITION.

YOU WILL BE TESTED WITH SOME GRUELING, FUN AND ACHIEVABLE WORKOUTS.

20 PAIRS SLOTS AVAILABLE FOR THE DAY

&pound;60 PER TEAM



LOCATION

ARTEMIS GYM

UNIT 4A SWAINES INDUSTRIAL ESTATE

ASHINGDON ROAD

ROCHFORD

ESSEX

SS4 1RG



NO REFUND POLICY","GB","Artemisgymltd Presents","03","10","2021","03","10","2021","Artemisgymltd","http://Www.artemisgym.com/events","https://throwdownhub.io/calendar/competition/info/799"
"GRIND IT OUT COMPETITIONS Mens  scaled intermediate pairs","ss4 1rg","artemis gym","GRIND IT OUT

@ARTEMIS GYM

SCALED MALE PAIRS COMP.

July 25th

EST 2017 GRINDITOUT COMPS FUN 1 DAY EVENT 4 WORKOUTS. IN AN INTIMATE FRIENDLY ENVIRONMENT, WHETHER ITS YOUR 1ST COMP OR 100TH OUR WORKOUTS WILL TEST YOU.

GRAB A PARTNER AND SIGN UP TO OUR SCALED MALE PAIRS COMP.

THIS IS NOT AN ELITE LEVEL COMPETITION.

YOU WILL BE TESTED WITH SOME GRUELING, FUN AND ACHIEVABLE WORKOUTS.

20 PAIRS SLOTS AVAILABLE FOR THE DAY

&pound;60 PER TEAM



LOCATION

ARTEMIS GYM

UNIT 4A SWAINES INDUSTRIAL ESTATE

ASHINGDON ROAD

ROCHFORD

ESSEX

SS4 1RG



NO REFUND POLICY","GB","Artemisgymltd Presents","25","07","2021","25","07","2021","Artemisgymltd","http://Www.artemisgym.com/events","https://throwdownhub.io/calendar/competition/info/800"
"GRIND IT OUT COMPETITIONS Grid teams","ss4 1rg","Artemis gym","GRID TEAMS


BRINGING IN YOUR SPECIALISTS WE RAISE THE STANDARD OF MOVEMENTS. AS A TEAM YOU ARE REQUIRED TO COMPLETE WORKOUTS AS YOU BEST CAN. GOT A PULLUP MASTER OR BARBELL MONSTER. BRING THEM OUT JUST FOR THAT.



TEAMS OF 4 ARE REQUIRED 2 GIRLS , 2 BOYS PER TEAM . WORKOUTS WILL BE FAST AND FURIOUS. ONE PERSON WILL BE WORKING AT A TIME, YOU WILL TAG YOUR TEAM MATES IN WHEN YOU DECIDE, TO COMPLETE THE PROGRAMMED MOVEMENTS, WEIGHTS AND REPS. COMPETE THE WORKOUT IN THE MOST EFFIECENT WAY YOUR TEAM CAN. WITH NO MINIMUM WORK REQUIREMENT FROM EACH ATHLETE, USE EVERYONE OR USE 2 OF YOU IT DOESNT MATTER. SAVE ENERGY FOR THE NEXT WORKOUT THE DESCION IS YOURS.



YOU WILL BE TESTED WITH SOME GRUELING, FUN AND ACHIEVABLE WORKOUTS.

20 PAIRS SLOTS AVAILABLE FOR THE DAY

&pound;100 PER TEAM



LOCATION

ARTEMIS GYM

UNIT 4A SWAINES INDUSTRIAL ESTATE

ASHINGDON ROAD

ROCHFORD

ESSEX

SS4 1RG



NO REFUND POLICY

WORKOUTS ON THE DAY WORKOUTS ARE AVAILBLE TO SEE CHECK THEM OUT.","GB","Artemisgymltd Presents","14","11","2021","14","11","2021","Artemisgymltd","http://Www.artemisgym.com/events","https://throwdownhub.io/calendar/competition/info/801"
"HMS Sultan Vs HMS Collingwood Summer Games ","","","4 week online open
	Workouts released weekly
	The top three teams from each establishment put forward for the live finals
	Pairs workout M/M M/F","","HMS Sultan  Presents","04","07","2021","25","07","2021","HMS Sultan ","","https://throwdownhub.io/calendar/competition/info/802"
"The Battle Cancer CrossFit Challenge London","Hammersmith Rd, London W14 8UX","Olympia Grand, London","THE PHYSICAL CHALLENGE

Your team of four will take on four 9-minute functional fitness workouts incorporating teamwork, high-intensity cardio, FUN-ctional fitness, and accessible weights

As always, our workouts will be accessible, fun and challenging whether you&rsquo;re a seasonedathlete, regular gym-goer or competition newbie.



THE FUNDRAISING CHALLENGE

Fundraising AMRAP: As Much Raised As Possible

Your first workout isn&#39;t to do with any fitness. It doesn&#39;t even take place on competition day. It starts as soon as you sign up!

You and your team will fundraise your hardest to earn aplace on the leaderboard ahead of the four workouts on event day.

Here&#39;s how it works:


	Sign up your team and choose a cancer charity to support
	Receive your fundraising pack with ideas of how to fundraise and donate directly to your charity
	Screenshot your fundraising total and submit your figure at registration on event day
	Get ranked on the Battle Cancer leaderboard! The more you raise, the higher you&#39;ll place


Expect our iconic Battle Cancer live DJ sets, mass warm-up and incredible vibe, along with CLIC Sargent NI and brand partners at our partner BLK BOX&#39;s brand new HQ.

ACCESSIBLE MOVEMENTS

Everyonecan do it. We program fourpumping workouts made up of creative movements using simple equipment. Think sports day. But for adults.

Weight standards for men/women:

Bumper plate - 20kg/10kg

Dumbbell - 20kg/12.5kg

Kettlebell - 20kg/12kg

Workouts may also include bodyweight, CV machines such as rowers, ski ergs, and bikes, as well as other equipment but will not exceed the weights above.

Heavier kit such as sandbags may be used but workouts will allow athletes to work together to lift them.

WHAT YOU GET

FUNDRAISING PACK

Tips and tricks on how to fundraise as much as possible and dedicated fundraising reps from our partner charities



12-WEEK BATTLE PLAN FITNESS PROGRAM

12 weeks of FREE fitness programming delivered online via Fitr Training ,designed to get you and your team moving and ready to take on a Battle Cancer event



TEMPORARY TATTOO &amp; OTHER GOODIES

Wear your temporary Battle Cancer tattoo with pride! Take advantage of special offers and goodies from our partners, WIT, NOCCO, BLK BOX, Hyperice and more



BATTLE CANCER RIBBON PATCH

At the end of your last workout, you and the other teams in your heat will cross a finishers line where you&#39;ll be awarded your Battle Cancer patches","GB","Battle Cancer CrossFit Challenge Presents","17","10","2021","17","10","2021","Battle Cancer CrossFit Challenge","http://www.battlecancer.com","https://throwdownhub.io/calendar/competition/info/803"
"The Battle Cancer CrossFit Challenge Manchester","Trafford Wharf Rd, Manchester M17 1AB","Victoria Warehouse","THE PHYSICAL CHALLENGE

Your team of four will take on four 9-minute functional fitness workouts incorporating teamwork, high-intensity cardio, FUN-ctional fitness, and accessible weights

As always, our workouts will be accessible, fun and challenging whether you&rsquo;re a seasonedathlete, regular gym-goer or competition newbie.



THE FUNDRAISING CHALLENGE

Fundraising AMRAP: As Much Raised As Possible

Your first workout isn&#39;t to do with any fitness. It doesn&#39;t even take place on competition day. It starts as soon as you sign up!



You and your team will fundraise your hardest to earn aplace on the leaderboard ahead of the four workouts on event day.



Here&#39;s how it works:


	Sign up your team and choose a cancer charity to support
	Receive your fundraising pack with ideas of how to fundraise and donate directly to your charity
	Screenshot your fundraising total and submit your figure at registration on event day
	Get ranked on the Battle Cancer leaderboard! The more you raise, the higher you&#39;ll place


Expect our iconic Battle Cancer live DJ sets, mass warm-up and incredible vibe, along with CLIC Sargent NI and brand partners at our partner BLK BOX&#39;s brand new HQ.





ACCESSIBLE MOVEMENTS

Everyonecan do it. We program fourpumping workouts made up of creative movements using simple equipment. Think sports day. But for adults.

Weight standards for men/women:

Bumper plate - 20kg/10kg

Dumbbell - 20kg/12.5kg

Kettlebell - 20kg/12kg



Workouts may also include bodyweight, CV machines such as rowers, ski ergs, and bikes, as well as other equipment but will not exceed the weights above.



Heavier kit such as sandbags may be used but workouts will allow athletes to work together to lift them.



WHAT YOU GET

FUNDRAISING PACK

Tips and tricks on how to fundraise as much as possible and dedicated fundraising reps from our partner charities



12-WEEK BATTLE PLAN FITNESS PROGRAM

12 weeks of FREE fitness programming delivered online via Fitr Training ,designed to get you and your team moving and ready to take on a Battle Cancer event



TEMPORARY TATTOO &amp; OTHER GOODIES

Wear your temporary Battle Cancer tattoo with pride! Take advantage of special offers and goodies from our partners, WIT, NOCCO, BLK BOX, Hyperice and more



BATTLE CANCER RIBBON PATCH

At the end of your last workout, you and the other teams in your heat will cross a finishers line where you&#39;ll be awarded your Battle Cancer patches","GB","Battle Cancer CrossFit Challenge Presents","07","08","2021","07","08","2021","Battle Cancer CrossFit Challenge","http://www.battlecancer.com","https://throwdownhub.io/calendar/competition/info/808"
"The Battle Cancer CrossFit Challenge Toulouse","2 Rue de l'Égalité, 31200 Toulouse, France","CrossFit Sept Deniers","THE PHYSICAL CHALLENGE

Your team of four will take on four 9-minute functional fitness workouts incorporating teamwork, high-intensity cardio, FUN-ctional fitness, and accessible weights

As always, our workouts will be accessible, fun and challenging whether you&rsquo;re a seasonedathlete, regular gym-goer or competition newbie.



THE FUNDRAISING CHALLENGE

Fundraising AMRAP: As Much Raised As Possible

Your first workout isn&#39;t to do with any fitness. It doesn&#39;t even take place on competition day. It starts as soon as you sign up!



You and your team will fundraise your hardest to earn aplace on the leaderboard ahead of the four workouts on event day.



Here&#39;s how it works:


	Sign up your team and choose a cancer charity to support
	Receive your fundraising pack with ideas of how to fundraise and donate directly to your charity
	Screenshot your fundraising total and submit your figure at registration on event day
	Get ranked on the Battle Cancer leaderboard! The more you raise, the higher you&#39;ll place


Expect our iconic Battle Cancer live DJ sets, mass warm-up and incredible vibe, along with CLIC Sargent NI and brand partners at our partner BLK BOX&#39;s brand new HQ.





ACCESSIBLE MOVEMENTS

Everyonecan do it. We program fourpumping workouts made up of creative movements using simple equipment. Think sports day. But for adults.

Weight standards for men/women:

Bumper plate - 20kg/10kg

Dumbbell - 20kg/12.5kg

Kettlebell - 20kg/12kg



Workouts may also include bodyweight, CV machines such as rowers, ski ergs, and bikes, as well as other equipment but will not exceed the weights above.



Heavier kit such as sandbags may be used but workouts will allow athletes to work together to lift them.



WHAT YOU GET

FUNDRAISING PACK

Tips and tricks on how to fundraise as much as possible and dedicated fundraising reps from our partner charities



12-WEEK BATTLE PLAN FITNESS PROGRAM

12 weeks of FREE fitness programming delivered online via Fitr Training ,designed to get you and your team moving and ready to take on a Battle Cancer event



TEMPORARY TATTOO &amp; OTHER GOODIES

Wear your temporary Battle Cancer tattoo with pride! Take advantage of special offers and goodies from our partners, WIT, NOCCO, BLK BOX, Hyperice and more



BATTLE CANCER RIBBON PATCH

At the end of your last workout, you and the other teams in your heat will cross a finishers line where you&#39;ll be awarded your Battle Cancer patches","FR","Battle Cancer CrossFit Challenge Presents","04","09","2021","04","09","2021","Battle Cancer CrossFit Challenge","http://www.battlecancer.com","https://throwdownhub.io/calendar/competition/info/809"
"The Battle Cancer CrossFit Challenge Berlin","Caroline-Michaelis-Straße 8, 10115 Berlin, Germany","Beach Mitte","THE PHYSICAL CHALLENGE

Your team of four will take on four 9-minute functional fitness workouts incorporating teamwork, high-intensity cardio, FUN-ctional fitness, and accessible weights

As always, our workouts will be accessible, fun and challenging whether you&rsquo;re a seasonedathlete, regular gym-goer or competition newbie.



THE FUNDRAISING CHALLENGE

Fundraising AMRAP: As Much Raised As Possible

Your first workout isn&#39;t to do with any fitness. It doesn&#39;t even take place on competition day. It starts as soon as you sign up!



You and your team will fundraise your hardest to earn aplace on the leaderboard ahead of the four workouts on event day.



Here&#39;s how it works:


	Sign up your team and choose a cancer charity to support
	Receive your fundraising pack with ideas of how to fundraise and donate directly to your charity
	Screenshot your fundraising total and submit your figure at registration on event day
	Get ranked on the Battle Cancer leaderboard! The more you raise, the higher you&#39;ll place


Expect our iconic Battle Cancer live DJ sets, mass warm-up and incredible vibe, along with CLIC Sargent NI and brand partners at our partner BLK BOX&#39;s brand new HQ.





ACCESSIBLE MOVEMENTS

Everyonecan do it. We program fourpumping workouts made up of creative movements using simple equipment. Think sports day. But for adults.

Weight standards for men/women:

Bumper plate - 20kg/10kg

Dumbbell - 20kg/12.5kg

Kettlebell - 20kg/12kg



Workouts may also include bodyweight, CV machines such as rowers, ski ergs, and bikes, as well as other equipment but will not exceed the weights above.



Heavier kit such as sandbags may be used but workouts will allow athletes to work together to lift them.



WHAT YOU GET

FUNDRAISING PACK

Tips and tricks on how to fundraise as much as possible and dedicated fundraising reps from our partner charities



12-WEEK BATTLE PLAN FITNESS PROGRAM

12 weeks of FREE fitness programming delivered online via Fitr Training ,designed to get you and your team moving and ready to take on a Battle Cancer event



TEMPORARY TATTOO &amp; OTHER GOODIES

Wear your temporary Battle Cancer tattoo with pride! Take advantage of special offers and goodies from our partners, WIT, NOCCO, BLK BOX, Hyperice and more



BATTLE CANCER RIBBON PATCH

At the end of your last workout, you and the other teams in your heat will cross a finishers line where you&#39;ll be awarded your Battle Cancer patches","DE","Battle Cancer CrossFit Challenge Presents","18","09","2021","18","09","2021","Battle Cancer CrossFit Challenge","http://www.battlecancer.com","https://throwdownhub.io/calendar/competition/info/810"
"CrossFit Volentia  Same Sex Pairs 2021","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","After a tough year or so CrossFit Volentia Events are back and we&#39;re back with a bang.

Join us at ourSame Sex Pairs event here on the 25th of Julyand get ready for an amazing day of competition!

As a well of a full day of fitness(including 4 WODS for every team) you&#39;ll find food, drink and clothing vendors on the day so you can get some shopping done between workouts, PLUS live music over lunch. Also, spectators get in free, so bring the family. Happy days!

Sponsors/ vendors

We&#39;re very lucky to welcome some fantastic sponsors and vendors on the day:

-NOCCO

-Barebells

-The Defiant co.

-Cannonball Coffee Company

-Twisted Kitchen wood fired pizzas

-Kieran Taylor music



Ready to sign up? Check out the movement requirements below, choose your category and grab your ticket (ONLY 1 TICKET IS NEEDED PER TEAM).



Scaled categories:

- Full range of motion on bodyweight movements (knees to floor on lunges, hip crease below parallel on squats etc)

- Barbell movements at 40kg (Male) 25kg (female)

- Wallballs 9/6kg

- Kettlebell movements 16/12kg

- Dumbbell movements 15kg/10kg

- Hanging knee raises

- Partner assisted pull ups

- Single skips

NOTE: The workouts are not limited to the above, these are guidelines only to give you an idea of movements that are likely to come up.

RX categories:

- Full range of motion on bodyweight movements (knees to floor on lunges, hip crease below parallel on squats etc)

- Barbell movements at 60kg (Male) 40kg (female)

- Wallballs 9/6kg

- Kettlebell movements 24/16kg

- Dumbbell movements 22.5kg/15kg

- All high level RX movements like: Pistols/ Toes to bar/ Pull ups/ HSPU etc.

- Double unders

NOTE: The workouts are not limited to the above, these are guidelines only to give you an idea of movements that are likely to come up.



Ready to sign up? Book your ticket today so that you don&#39;t miss out. More information will be sent out to you leading up to the event. See you in July!

NOTE: If in the unfortunate event we have to cancel this competition due to the issues around COVID-19, tickets will be refunded in full (minus eventbrite fees). We are dedicated to keeping our gym as safe as possible in general and with regards to COVID-19, the event will be run within government guidelines.

#TEAMVOLENTIA","GB","CrossFit Volentia Presents","25","07","2021","25","07","2021","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/811"
"Irish Fitness Championships","","","The Irish Fitness Championships Online



For the first and hopefully last time ever we are taking the IFC online.

The format will be similar to what we saw with the quarter finals and age group qualifiers and will take place on the 16th, 17th and 18th of July depending on what division you enter.

And for the first time ever we will be introducing a Concept 2 division!!!! 3 workouts using the C2 bike, rower and ski erg!!!!



We will have tickets for the following divisions:



Friday, Saturday and Sunday


	RX Individual
	RX Masters Individual




Saturday


	Scaled Individual
	Scaled Masters Individual
	Scaled Same Sex Pairs
	Intermediate Individual
	Intermediate Same Sex Pairs




Sunday


	Barbell Ninja Individual
	Bodyweight Ninja Individual
	C2 Division Individual","","Crossfit Waterford Presents","16","07","2021","18","07","2021","Crossfit Waterford","http://crossfitwaterford.com","https://throwdownhub.io/calendar/competition/info/812"
"All Services Games","Rg74nt","Crossfit Aldermaston","This is an all accessible competition for Police, NHS, fire, military and prison Services aimed at finding the fittest of the services. And to get everyone together for a fun event.","GB","All Services Games Presents","15","08","2021","15","08","2021","All Services Games","","https://throwdownhub.io/calendar/competition/info/813"
"Compass Games 2021 Israel","Bussy Saint Geroge 13 Kiriat Ekron","Compass Games 2021","⭐⭐COMPASS GAMES 2021⭐⭐

Welcome to Israel&#39;s next big fitness competition!

.

The purpose of the competition is to produce a sports competition at the highest level,

With full transparency and a variety of assignments that will determine who the athletes with the best physical fitness are!","IL","Compass Games 2021 Presents","01","10","2021","02","10","2021","Compass Games 2021","http://www.crossfitweizmann.co.il","https://throwdownhub.io/calendar/competition/info/818"
"Superhuman Obstacle Course Race","Ashton Gate Stadium, Ashton Rd, Bristol BS3 2EJ","Ashton Gate Stadium ","Bristol&#39;s FIRST-EVER Stadium Obstacle Course Race - Superhuman OCR is a unique event that cross-combines various fitness challenges intoone unforgettable event!

During Superhuman OCR you&#39;ll berequired to:

1) Conquer the stairs of Ashton Gate Stadium,

2) Tackle a variety of obstacles throughout the course,

3) And in true Superhuman-style, you&#39;ll have to complete various functional fitness challenges along the way (think movements using sandbags, atlas balls, kettlebells, tyres and all those truly functional pieces of kit that we love!).

How you choose to run the event is up to you:

1) Enter across either 5km or 10km distances.

2) Enter as a same sex pairor individually.

3) Run in our competitive heatsor just for fun.

The choice is yours - Run it your way! But run it the SUPERHUMAN WAY!

Sign up TODAY to be part of this summer&#39;s challenge!

#IronWill","GB","Superhuman Sports  Presents","22","08","2021","22","08","2021","Superhuman Sports ","https://www.superhumansports.com","https://throwdownhub.io/calendar/competition/info/819"
"WOD In The West","Unit 2C Cillefwr Road West, Johnstown, Carmarthen, SA31 3RB","CrossFit Carmarthen","Type: Same Sex Pairs

When: Saturday, 14 August, 2021 | 9:00am to 5:00pm

How much: &pound;50 per pair, only 1 person per team needs to sign up

Prizes: Awarded to the top 3 teams in each category

Categories: Male RX, Female RX, Male Scaled, Female Scaled

RX Movements: Deadlift 140/90, HSPU (Finals: C2B, Overhead squat 60/40, Rope climbs)

Scaled Movements: Open to all abilities. No technical movements or heavy weights.

Workouts will bereleased leading upto the event and we promise they&#39;ll be in an exciting format for competitors and spectators alike!

Sponsors/vendors, timetable, and further event info will be provided closer to the date.

Places are limited so sign uptoday!

https://www.crossfitcarmarthen.co.uk/wod-in-the-west

**SHOULD THE EVENT NOT TAKE PLACE DUE TO COVID, ENTRY FEES WILL BE REFUNDED**","GB","Crossfit Carmarthen Presents","14","08","2021","14","08","2021","Crossfit Carmarthen","http://www.crossfitcarmarthen.co.uk","https://throwdownhub.io/calendar/competition/info/820"
"Adult PE","Unit 7 Halliwell Business Park Bl18dl ","Project Elevation ","After the success of the first Mixed pairs comp, which now seems many moons ago....it felt only right to do another Mixed Pairs!!!

Scaled willbe Saturday 2nd October

RX Sunday 3rd October

Rx Movement standards

9/6kg Wall ball

22.5/15kg DB

60/40 kg Barbell

Pull ups

100/70 kg Deadlifts

24/20&quot; Box Jumps

24/16kg KB swings



Scaled movements

6/3kg Wall ball

15/10kg DB

40/25kg Barbell

70/45kg Deadlift

24/20 inch step ups

20/12kg KB Swings

Both categories are required to have lots fun :-)","GB","Project elevation  Presents","03","10","2021","03","10","2021","Project elevation ","","https://throwdownhub.io/calendar/competition/info/821"
"Talisman Wars   Summerslam","Talisman, Unit 16a","Talisman Gym","Our first competition in the new place is finally confirmed!

The category is either a male or female team of 2. The division is &quot;open&quot; meaning the moves will be accessible to most with no need for a scaled option. This doesn&#39;t mean the workouts will be easy. So prepare yourselves for some challenging workouts. It&#39;s gonna be a spicy day of competition Talisman style!

Grab your workout buddy and get booking as the teams are sure to sell out, especially being our first competition and the new place! See you all in August!","GB","Talisman Presents","01","08","2021","01","08","2021","Talisman","http://www.talismangym.com","https://throwdownhub.io/calendar/competition/info/826"
"EXTREME FITNESS CHALLENGE","Unit 2. Kiln acre business park.PO167JS","CrossFit Fareham","The Extreme Fitness Challenge will test individual Athletes over 10 back to back fitness stages.

Using Speed, Strength and Stamina to complete the course.

Be prepared Physically and Mentally.

Start with passion-Finish with pride.","GB","EFC Presents","20","06","2021","17","07","2021","EFC","http://www.extremefitnesschallenge.co.uk","https://throwdownhub.io/calendar/competition/info/827"
"Scale It Up Triple Threat 21","40-46 Albert road, St Phillips, Bristol, BS2 0XA","Valesco Fitness Collective","This is a competition for teams made up 3 same-sex team members.! It is an entry-level competition for beginners looking to get competition experience, have fun and maybe win some prizes along the way. If you&rsquo;re new to functional fitness or competing then this is the comp for you!

The comp is comprised of 4 WOD&rsquo;s with all teams doing all 4, and all team members participating in each of the workouts. And there is something for everyone &ndash; workouts are designed to let beginners shine in their areas of strength and push their boundaries in others. As a beginners comp, you can rest assured there won&rsquo;t be any technical gymnastics and weighted elements can be scaled. There really is no reason why anyone wanting to compete can&rsquo;t get involved!

On the day we have a food vendor, great coffee and plenty of snacks, and the prize stash is well worth winning!

Our judges are friendly and supportive and we release the WODs the week before so participating athletes have a chance to game plan and practice them. A full briefing takes place on the morning of the competition so you can be sure of movement standards and ask any questions you may have.

It takes place on Sunday 3rd October. Entry for the whole team is &pound;105. Spectators are welcomed at no charge and with the mezzanine you are sure to get a great view!

More is in Facebook so be sure to keep an eye on our competition page for all the latest news and developments. For more information, please email:scaleitup@valesco.fitness, or BOOK YOUR PLACE using the form on this page register your team today!

https://valesco.fitness/valesco-events/scale-it-up-triple-threat-21/","GB","Valesco Fitness Collective Presents","03","10","2021","03","10","2021","Valesco Fitness Collective","http://Valesco.fitness","https://throwdownhub.io/calendar/competition/info/828"
"Girls Gone Rx x Northern Soul","Mitre street Failsworth ","Northern Soul","Girls Gone Rx UK is back for 2021!

Hosted by Northern Soul, FAILSWORTH, Manchester!

Our competitions bring together all types of women through Competing for a Cure.

Same-Sex Teams of 3 Badass Ladies!

4 Workouts, no finals!

Direct Entry - No qualifiers!

Two Athlete Divisions.

RX: Your team can efficiently do the following: pull-ups, double unders, &amp; handstand pushups. Can efficiently do a full Squat Snatch and/or full Squat Clean &amp; Jerk at or above 95lbs.

BAM (Badass In the Making): Otherwise our &#39;scaled&#39; division; athletes that are new to the competition scene or beginners. Needs to do modifications like jumping pull-ups, new to olympic lifting, and needs to modify most of the workouts.

Full division standards availavle at: http://girlsgonerx.com/standards/

We have a strict no-refund policy, however your team ticket or individual team spaces are transferrable should you or a team member be unable to attend.

Registration:

&pound;120 Per team

https://competitioncorner.net/events/5297

Girls Gone RX Vest top included per team member!

Donations can be made directly to our GoFundMe Page:

https://gofund.me/652b7f47

All donations are made directly to Coppa Feel","GB","GGRX EU Presents","31","07","2021","31","07","2021","GGRX EU","https://girlsgonerxeurope.com/","https://throwdownhub.io/calendar/competition/info/829"
"CrossFit Volentia  Same Sex 3s 2021","Unit 1, 20 Paynes lane, CV21 2UH","CrossFit Volentia","The CrossFit Volentia Same sex 3&#39;s Throwdown 2021



Grab 2 mates of the same sex and get ready for a packed day of competition here at CrossFit Volentia!



With great prizes on offer, challenging WODS, multiple vendors, amazing food and a community driven event, you&#39;re guaranteed an awesome time here in September! There will be 3 challenging workouts for all teams and you&#39;ll be tested in all aspects of functional fitness including; gymnastics, weightlifting, endurance and strength!



Useful information:


	No qualifiers.
	3 Challenging WODS for all teams. Lowest points after 3 WODS wins!
	Prizes for all podium finishers
	Food and drinks available on the day.
	Clothing, food and drink vendors
	Spectators get in for free, so bring the whole family.
	Amazing photos from Ded Pixel Photography




Movement standards:

Athletes will need a good understanding of basic CrossFit movements (KB&#39;s, DB&#39;s, Barbell and bodyweight movements.

Any high skill gymnastics movements will have scaling options and barbell weights will either be accessible or will be programmed in a way where your team choose the barbell weight.

This will be a very challenging, but inclusive event. Expect anold school, full on CrossFit comp that&#39;s going to leave you feeling exhausted, but elated!



Purchase your ticket today to guarantee your team spot, only 1 ticket needed per team. Once your team captain has purchased your ticket he/she will be able to invite the other two teammates to join the team and sign the online waiver. Please do this ASAP.

More details will be sent to you via email and posted on our notice board here on the Throwdownhub building up to the event.

We hope to see you here at CrossFit Volentia in September!","GB","CrossFit Volentia Presents","12","09","2021","12","09","2021","CrossFit Volentia","","https://throwdownhub.io/calendar/competition/info/830"
