"name","sku","category","image_url","page_url"
"Butt Hinge Cast Iron Heavy 63mm / 2..5″ (200-63)","49.301A.AI.63","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.301A.AI_.63-Cast-Butt-Hinge-Iron-Heavy-63mm-2..5.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butt-hinge-cast-iron-heavy-63mm-2-5-200-63/"
"Butt Hinge Cast Iron Heavy 75mm / 3.0″","70.301A.AI.75","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.301A.AI_.75-Cast-Butt-Hinge-Iron-Heavy-75mm-3..0.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butt-hinge-cast-iron-heavy-75mm-3-0/"
"Butt Hinge Cast Iron Slack 5 Knuckle  50mm / 2.0″","49.301A.AI.50","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/49.301A.AI_.50-Butt-Hinge-Cast-Antique-Iron-50mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butt-hinge-cast-iron-slack-5-knuckle-50mm-2-0/"
"Butt hinge Satin Chrome 6g c/sunk holes 63mm / 2.5″","43.301.SCH.63","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/43.301.SCH_.63-Butt-Hinge-1.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butt-hinge-satin-chrome-6g-c-sunk-holes-63mm-2-5/"
"Butt Hinge Solid Brass Brushed Strong 2.5″ / 63mm (800DSC)","03.301.SBB.63","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2021/09/03.301.SBB_.63-Butt-Hinge-Solid-Brass-2.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butt-hinge-solid-brass-brushed-strong-2-5-63mm-800dsc/"
"Butterfly Corner Strap Ant Iron 70mm x 70mm 03.073A.AI.70","70.073A.AI.70","Chest Corners, Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.073A.AI_.70-Butterfly-Corner-Ant-Iron-70mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/chest-corners/butterfly-corner-strap-ant-iron-70mm-x-70mm-03-073a-ai-70/"
"Butterfly Corner Strap Antique Rust 70mm x 70mm TBD","03.073A.RU.70","Chest Corners, Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.073A.RU_.70-Butterfly-Corner-Plate-Rust.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/chest-corners/butterfly-corner-strap-antique-rust-70mm-x-70mm-tbd/"
"Butterfly Corner Strap Satin Epoxy Black 70mm x 70mm TBD","70.073.SEB.70","Chest Corners, Chest Corners","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.073.SEB_.70-Butterfly-Corner-Strap-70x70mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/chest-corners/butterfly-corner-strap-satin-epoxy-black-70mm-x-70mm-tbd/"
"Butterfly Hinge Cast Matt Black 1.5″ (AF072) TBD","30.326.OB.38","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.326.OB_.38-Butterfly-Hinge-Matt-Black-38mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butterfly-hinge-cast-matt-black-1-5-af072-tbd/"
"Butterfly Hinge Cast Rusty Iron 1.5″ (AF072R)","30.326.RU.38","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.326.RU_.38-Butterfly-Hinge-Cast-Rust-38mm.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butterfly-hinge-cast-rusty-iron-1-5-af072r/"
"Butterfly Hinge Equal Cast Ant Iron 1.5″ (AF072AI)","30.326.AI.38","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/30.326.AI_.38-Butterfly-Hinge-Cast-Ant-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butterfly-hinge-equal-cast-ant-iron-1-5-af072ai/"
"Butterfly Hinge Equal Pressed Steel Antique Rust 88 x 52mm","03.326.RU.85","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.326.RU_.85-Butterfly-Hinge-Equal-Rust-85mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/butterfly-hinge-equal-pressed-steel-antique-rust-88-x-52mm/"
"Butterfly Hinge Equal Pressed Steel Waxed Ant Iron 88 x 52mm","03.326.AI.85","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.326.AI_.85-Butterfly-Hinge-Equal-Ant-Iron-85mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/butterfly-hinge-equal-pressed-steel-waxed-ant-iron-88-x-52mm/"
"Butterfly Hinge Equal Steel Rust Finish 88 x 52mm","70.326.RU.85","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.326.RU_.85-Butterfly-Hinge-Equal-Rust-85mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/butterfly-hinge-equal-steel-rust-finish-88-x-52mm/"
"Butterfly Hinge Equal Steel Satin Epoxy Black 88 x 52mm","70.326.SEB.85","Category: Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.326.SEB_.85-Butterfly-Hinge-Equal-SEB-85mm.jpg","https://www.adfixtrade.co.uk/products/brackets/butterfly-hinge-equal-steel-satin-epoxy-black-88-x-52mm/"
"Butterfly Hinge Equal Steel Waxed Ant Iron 85 x 52mm","70.326.AI.85","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.326.AI_.85-Butterfly-Hinge-Equal-Steel-Waxed-Ant-Iron-88-x-52mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/butterfly-hinge-equal-steel-waxed-ant-iron-85-x-52mm/"
"Butterfly Hinge Steel Unequal Ant Iron 72 x 52mm","70.326.AI.75","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.326.AI_.75-Butterfly-Hinge-Steel-Unequal.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/butterfly-hinge-steel-unequal-ant-iron-72-x-52mm/"
"Butterfly Hinge Steel Unequal Rust Finish 72 x 52mm","70.326.RU.75","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/05/70.326.RU_.75-Butterfly-Hinge-Steel-Unequal-Rust-72-x-52mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/butterfly-hinge-steel-unequal-rust-finish-72-x-52mm/"
"Butterfly Hinge Unequal Steel Epoxy Black 72 x 52mm","70.326.SEB.75","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.326.SEB_.75-Butterfly-Hinge-Steel-Unequal-Black-Epoxy-72-x-52mm.jpg","https://www.adfixtrade.co.uk/products/cabinet-hardware/hinges-cabinet-hardware/butterfly-hinge-unequal-steel-epoxy-black-72-x-52mm/"
"Butterfly Strap Hinge Equal Pressed Antique Iron 5.5″ /140mm","03.326.AI.140","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/03.326.AI_.140-Butterfly-Strap-Hinge-Ant-Iron-140mm-oa.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butterfly-strap-hinge-equal-pressed-antique-iron-5-5-140mm/"
"Butterfly Strap Hinge Pressed Ant Iron 9.5″ / 245mm","70.326.AI.280","Hinges, Hinges","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/70.326.AI_.280-Butterfly-Hinge-Equal-280mm-scaled.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hinges-furniture-fittings-architectural-ironmongery/butterfly-strap-hinge-pressed-antique-iron-11-280mm/"
"Cabinet Pull Handle VALENTINE Cast Antique Iron 140mm","A164","Cup Handles, Cup Handles","https://www.adfixtrade.co.uk/wp-content/uploads/2022/05/A164-Cabinet-Pull-Handle-VALENTINE-Cast-Antique-Iron-140mm-3.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/cup-handles-furniture-fittings-architectural-ironmongery/cabinet-pull-handle-valentine-cast-antique-iron-140mm/"
"Case Hasp & Staple Bull Nose Antique Iron 7″ / 175mm","49.340.AI.175","Hasp & Staple, Hasp & Staples","https://www.adfixtrade.co.uk/wp-content/uploads/2020/04/49.340.AI_.175-Case-Hasp-Staple-Antique-Iron.jpg","https://www.adfixtrade.co.uk/products/architectural-ironmongery/furniture-fittings-architectural-ironmongery/hasp-staples/case-hasp-staple-bull-nose-antique-iron-7-175mm/"
