"name","company","type","image_url","category","detail","finish","pack"
"Soft Close Hinges","Carlisle Brass","H4.100.35.10","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/o/softclosehinge.webp","Home, All product, , Soft Close Hinges","Soft Close Hinges. Various options; Full Overlay, Half Overlay, Inset. Soft closing hinges adding that extra touch of class and convenience to your cabinet doors. Fully adjustable. No more slamming doors.
Please order the mounting platesseparately here
Download product Fitting Instructions","Nickel Plate","Full overlay"
"Soft Close Hinges","Carlisle Brass","H4.100.35.20","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/o/softclosehinge.webp","Home, All product, , Soft Close Hinges","Soft Close Hinges. Various options; Full Overlay, Half Overlay, Inset. Soft closing hinges adding that extra touch of class and convenience to your cabinet doors. Fully adjustable. No more slamming doors.
Please order the mounting platesseparately here
Download product Fitting Instructions","Nickel Plate","Half overlay"
"Soft Close Hinges","Carlisle Brass","H4.100.35.30","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/s/o/softclosehinge.webp","Home, All product, , Soft Close Hinges","Soft Close Hinges. Various options; Full Overlay, Half Overlay, Inset. Soft closing hinges adding that extra touch of class and convenience to your cabinet doors. Fully adjustable. No more slamming doors.
Please order the mounting platesseparately here
Download product Fitting Instructions","Nickel Plate","Inset"
"Piano Hinges (50 Pack)","Carlisle Brass","NPH2","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/p/b/pbh1.webp","Home, All product, Hinges, piano hinge, Piano Hinges (50 Pack)","Sold in Packs of 50 only. Piano hinge, referred to as such because of their original purpose to secure piano lids. Also known as a continuous hinge, 1.8 metre in length they can be cut down to the required size. They can be used where any opening requires support along an extended length. Available in various finishes and widths. Comes with a 10 year mechanical guarantee. Suitable for domestic use.","Nickel Plate","32mm x 1829mm"
"Piano Hinges (50 Pack)","Carlisle Brass","NPH3","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/p/b/pbh1.webp","Home, All product, Hinges, piano hinge, Piano Hinges (50 Pack)","Sold in Packs of 50 only. Piano hinge, referred to as such because of their original purpose to secure piano lids. Also known as a continuous hinge, 1.8 metre in length they can be cut down to the required size. They can be used where any opening requires support along an extended length. Available in various finishes and widths. Comes with a 10 year mechanical guarantee. Suitable for domestic use.","Nickel Plate","38mm x 1829mm"
"Enduro Rising Butt Hinge","Eurospec","EBH1","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/r/i/rising_hinge_1.webp","Home, All product, Hinges, rising butt hinges, Enduro Rising Butt Hinge","Rising Butt Hinge in Left or Right Hand options. Rising butt hinges are used to aid doors to self close in such environments as bathroom/toilet cubicles. As the door is opened the door rides up the spiral knuckle raising the door as it opens. When the door is released the weight of the door combined with the bevel on the hinged joint causes the door to close by itself in the majority of cases, although this action is not entirely reliable. These hinges are handed. They are available as either clockwise and anticlockwise types. Clockwise rising butt hinges are used where the hinges are on the right of the door and the door opens towards you. Anticlockwise when the hinges are on the left. Usually the two parts separate so that, when open, the door can be lifted off. Comes with a 10 year mechanical guarantee.","Electro Brassed","38mm x 1829mm"
"Ball Bearing Hinge Non Grade","Eurospec","EBH1","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/h/i/hin1322nongraderange.webp","Home, All product, Hinges, all hinges, Ball Bearing Hinge Non Grade","Ball bearing hinges have always been very popular for their smooth operation, durability, long lasting design and ability to carry heavier loads than washered hinges. Suitable for standard internal residential doors a pair of hinges is adequate; however fitting 3 hinges per door has its advantages. It will look aesthetically pleasing and from a practical viewpoint it helps spread the load evenly and will help to overcome twisting or warping. This can sometimes happen to doors over a period of time where heat and moisture are a factor. Comes with a 10 year mechanical guarantee. Suitable for domestic use.","Electro Brassed","38mm x 1829mm"
"Cabinet Hinge","Carlisle Brass","FTD800CCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd800range.webp","Home, All product, , Cabinet Hinge","A plain, standard cabinet hinge for smaller cabinetry works such as vanity units, cupboards, wardrobes and the like. The most popular hinge for this type of work offering considerable versatility with its wide selection of different finishes and sizes.","Polished Chrome","50mm x 28mm x 1.5mm"
"Cabinet Hinge","Carlisle Brass","FTD800DCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd800range.webp","Home, All product, , Cabinet Hinge","A plain, standard cabinet hinge for smaller cabinetry works such as vanity units, cupboards, wardrobes and the like. The most popular hinge for this type of work offering considerable versatility with its wide selection of different finishes and sizes.","Polished Chrome","64mm x 35mm x 2mm"
"Ceam 3D Cabinet Concealed Hinge 929","Eurospec","FTD800DSB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/i/ci000929range.webp","Home, All product, Hinges, all hinges, Ceam 3D Cabinet Concealed Hinge 929","3D Adjustable Cabinet Hinge
12kg - Max Loading 2 Hinges16kg - Max Loading 3 Hinges21kg - Max Loading 4 Hinges
Simple adjustment on 3 axis by 2.5mm allen key ( not supplied ) see UPSETREG1, 180 Deg Opening. Fixings fully concealed and suitable for wardrobe & cabinet doors up to 21kg. Suitable for cabinet carcasses & doors from 18mm thick and works with Inset or lay-on cabinet doors.","Satin Brass","64mm x 35mm x 2mm"
"Ceam 3D Concealed Hinge 1129","Eurospec","FTD800DSB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/1/1/1129.webp","Home, All product, Hinges, all hinges, Ceam 3D Concealed Hinge 1129","A concealed medium duty hinge for unrebated, flush faced quality timber doors. Has removable cover plates to conceal the adjustment screws. Comes with a 10 year mechanical guarantee.

Available in 4 different finishes
Suitable for doors from 28mm thickness
Total length 100mm
Depth 18mm
Easy installation and slot symmetry
Maximum width - 1000mm
Hinge fixing position","Satin Brass","64mm x 35mm x 2mm"
"Ceam 3D Concealed Hinge 1130","Eurospec","FTD800DSB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/1/1/1130.webp","Home, All product, Hinges, all hinges, Ceam 3D Concealed Hinge 1130","A concealed medium duty hinge for unrebated, flush faced quality timber doors. Has removable cover plates to conceal the adjustment screws. Comes with a 10 year mechanical guarantee.

Available in 4 different finishes
Suitable for doors of 30mm thickness
Total length 134mm
Depth 21mm
Load capacity up to 60 kg
Easy Installation and slot symmetry
Fire resistant 30 mins","Satin Brass","64mm x 35mm x 2mm"
"Ceam 3D Concealed Hinge 1131","Eurospec","FTD800DSB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/1/1/1131.webp","Home, All product, Hinges, all hinges, Ceam 3D Concealed Hinge 1131","A concealed heavy duty hinge for unrebated, flush faced quality timber doors. Has removable cover plates to conceal the adjustment screws. Comes with a 10 year mechanical guarantee.

Available in 4 different finishes
Suitable for doors from 38mm thickness
Total length 160mm
Depth 29mm
Load capacity up to 120 kg
Easy Installation and slot symmetry
Fire resistant 60 mins","Satin Brass","64mm x 35mm x 2mm"
"Ceam 3D Concealed Hinge 1230","Eurospec","FTD800DSB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/1/1/1131_1.webp","Home, All product, Hinges, all hinges, Ceam 3D Concealed Hinge 1230","A concealed heavy duty hinge for unrebated, flush faced quality timber doors. Has removable cover plates to conceal the adjustment screws. Comes with a 10 year mechanical guarantee. Available in 6 different finishes, Suitable for doors from 35mm to 45mm thickness. Total length 130mm, Reversable, Depth only 21mm. Easy Installation, slot symmetry and Fire resistant 30 mins
Load capacity 2 hinges: 50 kgLoad capacity 3 hinges: 70 kgLoad capacity 3 hinges asymmetrical: 74 kgLoad capacity 4 hinges: 80 kg","Satin Brass","64mm x 35mm x 2mm"
"Knurled Knob","Carlisle Brass","HDPBW61MBRZ","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd702.webp","Home, All product, Cabinet hardware, lines and knurled range, Knurled Knob","Part of our knurled cabinet collection, overall depth of 30mm and 18mm diameter, these knurled knobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle and T Bar cupboard knob available","Matt Bronze","64mm x 35mm x 2mm"
"Knurled Pull Handle","Carlisle Brass","FTD700CCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, lines and knurled range, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Polished Chrome","160mm Centres, 190mm Overall, 36mm Projection"
"Knurled Pull Handle","Carlisle Brass","FTD700BCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, lines and knurled range, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Polished Chrome","128mm Centres, 158mm Overall, 36mm Projection"
"Knurled Pull Handle","Carlisle Brass","FTD700ECP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, lines and knurled range, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Polished Chrome","224mm Centres, 274mm Overall, 36mm Projection"
"Knurled Pull Handle","Carlisle Brass","FTD700HAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd700.webp","Home, All product, Cabinet hardware, lines and knurled range, Knurled Pull Handle","Part of our knurled cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob and T Bar cupboard knob available.","Antique Brass","320mm Centres, 350mm Overall, 37mm Projection"
"Knurled Radio Knob Range","Carlisle Brass","FTD700HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd703.webp","Home, All product, Cabinet hardware, lines and knurled range, Knurled Radio Knob Range","Part of our knurled cabinet collection, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design.  Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary.  Matching cupboard pull handle, knob and T-bar knob available.","Satin Nickel","320mm Centres, 350mm Overall, 37mm Projection"
"Knurled T-Bar Knob","Carlisle Brass","FTD700HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd701.webp","Home, All product, Cabinet hardware, lines and knurled range, Knurled T-Bar Knob","Part of our knurled cabinet collection, overall length of 50mm, 40mm projection and 18mm diameter, these knurled T Pull knobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle and knob available.","Satin Nickel","320mm Centres, 350mm Overall, 37mm Projection"
"Lines Knob Range","Carlisle Brass","FTD700HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd712_group.webp","Home, All product, Cabinet hardware, lines and knurled range, Lines Knob Range","Part of our lines cabinet collection, overall depth of 30mm and 18mm diameter, these linesknobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle, radio knob and T Bar cupboard knob available","Satin Nickel","320mm Centres, 350mm Overall, 37mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710BAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, lines and knurled range, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","128mm Centres, 158mm Overall, 36mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710CAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, lines and knurled range, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","160mm Centres, 190mm Overall, 36mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710EAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, lines and knurled range, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","224mm Centres, 274mm Overall, 36mm Projection"
"Lines Pull Handle Range","Carlisle Brass","FTD710HAB","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd710_group_2.webp","Home, All product, Cabinet hardware, lines and knurled range, Lines Pull Handle Range","Part of our lines cabinet collection, these pull handles are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard knob, radio knob and T Bar cupboard knob available.","Antique Brass","320mm Centres, 370mm Overall, 36mm Projection"
"Lines Radio Knob Range","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd713.webp","Home, All product, Cabinet hardware, lines and knurled range, Lines Radio Knob Range","Part of our lines cabinet collection, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle, knob and T-bar knob available.","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Lines T-Bar Knob Range","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd711_group.webp","Home, All product, Cabinet hardware, lines and knurled range, Lines T-Bar Knob Range","Part of our lines cabinet collection, overall length of 50mm, 40mm projection and 18mm diameter, these lines T Pull knobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching radio knob, cupboard pull handle and knob available.","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Oval Plate Cup Handle 86mm","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd5515pe_1_1.webp","Home, All product, Cabinet hardware, cupboard pulls, Oval Plate Cup Handle 86mm","A traditional cup handle which will best suit older style furniture or shabby chic. Part of the Fingertip Cup Pull Range.
Download Product / Finish Care Instructions","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Square Plate Cup Handle","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd5520pe.webp","Home, All product, Cabinet hardware, cupboard pulls, Square Plate Cup Handle","Square plate cup handle, a traditional almost industrial style which will best suit older style furniture or shabby chic. The four corner fixings provide a secure fitting. Part of the Fingertip Cup Pull Range.
Download Product / Finish Care Instructions","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"FTD Victorian Cup Pull","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/c/4/c47range.webp","Home, All product, Cabinet hardware, cupboard pulls, FTD Victorian Cup Pull","76mm Victorian Cup Pull. An elegant cup pull that will look good in traditional or modern settings. With its overhead rainbow shaped tiered lines outlining the cup and the stepped front leading edge it hints of art deco. It has an unique style that will appeal to many. Part of the Fingertip Cup Pull Range. Available in an extensive range of finishes to suit all tastes.","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Cottage Cup Pull","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd557range.webp","Home, All product, Cabinet hardware, cupboard pulls, Cottage Cup Pull","A traditional style but given a modern uplift with its sleek surface and the stepped border accentuating the outline of the cup this will look good in any modern environment. Part of the Fingertip Cup Pull Range.","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Oxford Cup Pull 76mm","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd558range.webp","Home, All product, Cabinet hardware, cupboard pulls, Oxford Cup Pull 76mm","A traditional style but given a modern uplift with its sleek surface and the stepped border accentuating the outline of the cup this will look good in any modern environment. Part of the Fingertip Cup Pull Range.","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Modern Shaker Cup Pull 96mm","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd559range.webp","Home, All product, Cabinet hardware, cupboard pulls, Modern Shaker Cup Pull 96mm","A traditional style but given a modern uplift with its sleek surface and the subtle step accentuating the outline of the cup this will look good in any modern environment. Part of the Fingertip Cup Pull Range.","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Cup Pattern Handle","Carlisle Brass","FTD710HSN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd555range.webp","Home, All product, Cabinet hardware, cupboard pulls, Cup Pattern Handle","Ever popular traditional cup style handle. Very easy to grasp and provides a comfortable feel and good torque when opening doors and drawers. Available in a variety of finishes. Part of the Fingertip Cup Pull Range.","Satin Nickel","320mm Centres, 370mm Overall, 36mm Projection"
"Capori Handle","Carlisle Brass","FTD935DCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd935range.webp","Home, All product, Cabinet hardware, cupboard pulls, Capori Handle","A modern version cup style handle. Its straight, central cupped section and curved ends gives this handle an easy and comfortable grip to use. The integral shape makes this handle robust and strong and will withstand the rigours in a busy environment. Available in 3 different sizes (96mm / 192mm / 320mm) and 2 finishes. Part of the Fingertip Cup Pull Range.","Polished Chrome","192mm Centres, 216mm Overall, 21mm Projection"
"Capori Handle","Carlisle Brass","FTD935GCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd935range.webp","Home, All product, Cabinet hardware, cupboard pulls, Capori Handle","A modern version cup style handle. Its straight, central cupped section and curved ends gives this handle an easy and comfortable grip to use. The integral shape makes this handle robust and strong and will withstand the rigours in a busy environment. Available in 3 different sizes (96mm / 192mm / 320mm) and 2 finishes. Part of the Fingertip Cup Pull Range.","Polished Chrome","320mm Centres, 343mm Overall, 21mm Projection"
"Capori Handle","Carlisle Brass","FTD935ACP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd935range.webp","Home, All product, Cabinet hardware, cupboard pulls, Capori Handle","A modern version cup style handle. Its straight, central cupped section and curved ends gives this handle an easy and comfortable grip to use. The integral shape makes this handle robust and strong and will withstand the rigours in a busy environment. Available in 3 different sizes (96mm / 192mm / 320mm) and 2 finishes. Part of the Fingertip Cup Pull Range.","Polished Chrome","96mm Centres, 120mm Overall, 21mm Projection"
"Hidden Finger Pull","Carlisle Brass","FTD3015ACP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd3015range.webp","Home, All product, Cabinet hardware, cupboard pulls, Hidden Finger Pull","A contemporary semi-concealed cabinet pull. Ideal for fully mirrored wardrobe doors or drawers where a through fixing cannot be obtained. This pull simply screws to the side edge of a door or maybe the top edge of a drawer enabling opening. The slight curve provides grip. Available in 3 different sizes and 2 finishes. Part of the Fingertip Cup Pull Range.","Polished Chrome","25mm Width x 48mm Depth x 2mm Thick"
"Hidden Finger Pull","Carlisle Brass","FTD3015BCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd3015range.webp","Home, All product, Cabinet hardware, cupboard pulls, Hidden Finger Pull","A contemporary semi-concealed cabinet pull. Ideal for fully mirrored wardrobe doors or drawers where a through fixing cannot be obtained. This pull simply screws to the side edge of a door or maybe the top edge of a drawer enabling opening. The slight curve provides grip. Available in 3 different sizes and 2 finishes. Part of the Fingertip Cup Pull Range.","Polished Chrome","50mm Width x 48mm Depth x 2mm Thick"
"Hidden Finger Pull","Carlisle Brass","FTD3015CCP","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd3015range.webp","Home, All product, Cabinet hardware, cupboard pulls, Hidden Finger Pull","A contemporary semi-concealed cabinet pull. Ideal for fully mirrored wardrobe doors or drawers where a through fixing cannot be obtained. This pull simply screws to the side edge of a door or maybe the top edge of a drawer enabling opening. The slight curve provides grip. Available in 3 different sizes and 2 finishes. Part of the Fingertip Cup Pull Range.","Polished Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Knurled Radio Knob Range","Carlisle Brass","FTD3015CSC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd703.webp","Home, All product, Cabinet hardware, cupboard knobs, Knurled Radio Knob Range","Part of our knurled cabinet collection, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design.  Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary.  Matching cupboard pull handle, knob and T-bar knob available.","Satin Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Lines Radio Knob Range","Carlisle Brass","FTD3015CSC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd713.webp","Home, All product, Cabinet hardware, cupboard knobs, Lines Radio Knob Range","Part of our lines cabinet collection, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle, knob and T-bar knob available.","Satin Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Lines Knob Range","Carlisle Brass","FTD3015CSC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd712_group.webp","Home, All product, Cabinet hardware, cupboard knobs, Lines Knob Range","Part of our lines cabinet collection, overall depth of 30mm and 18mm diameter, these linesknobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle, radio knob and T Bar cupboard knob available","Satin Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Lines T-Bar Knob Range","Carlisle Brass","FTD3015CSC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd711_group.webp","Home, All product, Cabinet hardware, cupboard knobs, Lines T-Bar Knob Range","Part of our lines cabinet collection, overall length of 50mm, 40mm projection and 18mm diameter, these lines T Pull knobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching radio knob, cupboard pull handle and knob available.","Satin Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Knurled Knob","Carlisle Brass","FTD3015CSC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd702.webp","Home, All product, Cabinet hardware, cupboard knobs, Knurled Knob","Part of our knurled cabinet collection, overall depth of 30mm and 18mm diameter, these knurled knobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle and T Bar cupboard knob available","Satin Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Knurled T-Bar Knob","Carlisle Brass","FTD3015CSC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd701.webp","Home, All product, Cabinet hardware, cupboard knobs, Knurled T-Bar Knob","Part of our knurled cabinet collection, overall length of 50mm, 40mm projection and 18mm diameter, these knurled T Pull knobs are available in 5 big trend finishes, manufactured from solid brass, each piece is precision engineered to add texture to an iconic industrial design. Works perfectly with various interior design styles including industrial, modern, transitional, and contemporary. Matching cupboard pull handle and knob available.","Satin Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Art Deco Knob","Carlisle Brass","FTD3015CSC","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/a/d/adr501range.webp","Home, All product, Cabinet hardware, cupboard knobs, Art Deco Knob","30mm Art Deco Knob The Art Deco range of handles and accessories are simply breathtaking in their sophistication and simply ooze elegance, charm and style. Art Deco never goes out of fashion and they will look absolutely stunning in either traditional or contemporary settings. The initiative from the outset was to achieve quality and excellence in design and the attention to detail reflects this high standard has certainly been realised throughout from conception to the finished product.. This product will appeal to specifiers and property owners alike who demand uncompromising quality.","Satin Chrome","75mm Width x 48mm Depth x 2mm Thick"
"Anderson Knob","Carlisle Brass","FTD720PN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd720range.webp","Home, All product, Cabinet hardware, cupboard knobs, Anderson Knob","An exceptionally elegant and stylish round knob featuring a themed pattern of concentric circles and rings. The ringed appearance not only looks good but also offers added grip when pulling open doors and drawers. This attractive design will lift and enhance any interior. Available in 3 sizes and 2 finishes.","Polished Nickel","32mm Dia."
"Anderson Knob","Carlisle Brass","FTD720PN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd720range.webp","Home, All product, Cabinet hardware, cupboard knobs, Anderson Knob","An exceptionally elegant and stylish round knob featuring a themed pattern of concentric circles and rings. The ringed appearance not only looks good but also offers added grip when pulling open doors and drawers. This attractive design will lift and enhance any interior. Available in 3 sizes and 2 finishes.","Polished Nickel","38mm Dia."
"Anderson Knob","Carlisle Brass","FTD720PN","https://www.carlislebrass.com/media/catalog/product/cache/466d659894fafe1c0d4d7db95c5514ab/f/t/ftd720range.webp","Home, All product, Cabinet hardware, cupboard knobs, Anderson Knob","An exceptionally elegant and stylish round knob featuring a themed pattern of concentric circles and rings. The ringed appearance not only looks good but also offers added grip when pulling open doors and drawers. This attractive design will lift and enhance any interior. Available in 3 sizes and 2 finishes.","Polished Nickel","42mm Dia."
